DK1;DK2;EE;FI;LT;LV;NO;SE
2321;1676;1098;10578;1133;955;17771;18878
2484;1774;1159;10610;1237;1032;18268;19121
2642;1897;1201;10847;1305;1072;18893;19965
2691;2006;1204;10992;1310;1071;19397;20193
2697;2046;1198;10990;1297;1049;19635;20904
2730;2052;1193;10943;1285;1032;19634;21084
2720;2017;1189;10857;1270;1032;19634;20948
2725;2051;1190;10915;1253;1032;19693;20919
2773;2070;1228;11300;1275;1064;19902;21085
2930;2158;1297;11778;1420;1160;20195;21772
3093;2305;1293;11878;1457;1167;20451;22260
2997;2284;1277;11879;1437;1150;20324;22042
2879;2190;1240;11679;1381;1127;20187;21763
2773;2069;1190;11317;1293;1074;20146;21169
2632;1968;1114;11511;1167;988;19875;20309
2477;1837;1039;11457;1049;898;19397;19416
2306;1714;983;11084;966;825;18697;18576
2179;1627;947;10790;926;786;18095;18340
2132;1553;935;10606;906;768;17771;18022
2079;1512;938;10531;900;766;17775;17869
2084;1515;949;10662;910;780;17631;17936
2154;1564;986;11132;977;829;17779;18218
2315;1666;1118;12181;1200;956;18282;19149
2792;1886;1303;12692;1421;1141;19759;21200
3273;2199;1387;12937;1545;1239;21658;23373
3432;2310;1427;12786;1597;1290;22212;23656
3408;2300;1417;12763;1598;1296;22024;23927
3426;2334;1407;12805;1566;1269;22078;24328
3401;2314;1377;12763;1539;1227;21685;23818
3311;2298;1390;12624;1546;1237;21461;23729
3295;2274;1381;12600;1535;1228;21437;23560
3270;2226;1384;12533;1519;1224;21396;23437
3129;2187;1399;12711;1509;1241;21305;23534
3131;2241;1442;12966;1570;1294;21531;24052
3460;2440;1434;12929;1578;1294;21767;24290
3341;2403;1400;12962;1526;1246;21440;23720
3154;2256;1349;12751;1464;1204;21057;23215
2935;2084;1293;12146;1360;1136;20653;22525
2768;1963;1204;12252;1198;1031;20148;21563
2550;1785;1112;12015;1068;923;19282;20453
2349;1605;1040;11610;989;842;18490;19345
2200;1501;998;11295;949;804;17667;18401
2140;1435;989;11051;928;782;17350;18006
2095;1407;996;11019;922;778;17291;17938
2128;1421;1009;11164;934;788;17153;18075
2173;1439;1054;11617;999;839;17221;18294
2311;1532;1180;12624;1213;963;17738;19128
2729;1805;1333;12974;1432;1139;19263;21083
3225;2088;1422;13122;1544;1237;20986;23024
3384;2188;1456;12967;1575;1289;21477;23179
3355;2240;1437;12878;1558;1285;21078;22977
3439;2254;1422;12928;1552;1261;21066;23139
3443;2263;1387;12847;1520;1220;20956;23010
3302;2236;1400;12714;1525;1230;20783;22870
3312;2234;1393;12698;1518;1217;20688;22642
3267;2204;1391;12704;1504;1209;20744;22557
3192;2171;1396;12883;1498;1224;20899;22945
3252;2231;1441;13293;1576;1280;21108;23463
3579;2444;1434;13231;1589;1300;21282;23800
3447;2421;1399;13302;1539;1256;20852;23211
3241;2248;1361;13200;1481;1219;20385;22721
3027;2076;1308;12624;1374;1149;20015;21948
2825;1933;1205;12654;1217;1040;19620;21177
2578;1790;1116;12339;1088;935;18768;20244
2410;1628;1062;11883;1006;849;17907;18881
2235;1499;1042;11594;962;809;17225;18450
2223;1442;1029;11331;942;791;16834;17851
2189;1414;1022;11230;936;787;16684;17790
2186;1440;1037;11356;946;802;16699;18037
2259;1454;1075;11871;1005;850;16929;18275
2439;1558;1202;12891;1225;975;17454;19197
2832;1807;1354;13214;1437;1153;19057;20944
3306;2116;1428;13208;1550;1248;20823;23150
3431;2215;1460;13113;1581;1298;21351;23342
3450;2292;1453;13081;1568;1297;21120;23467
3513;2350;1450;13041;1556;1283;21051;23550
3520;2334;1421;12942;1531;1236;20768;23431
3379;2321;1427;12797;1534;1246;20818;23437
3397;2324;1412;12698;1526;1241;20801;23427
3357;2317;1409;12664;1522;1228;20866;23542
3227;2248;1411;12793;1535;1231;20845;23713
3254;2296;1469;13299;1611;1293;21000;24211
3587;2512;1467;13389;1626;1300;21257;24701
3489;2424;1447;13422;1578;1258;20991;24000
3290;2286;1401;13283;1512;1222;20724;23390
3061;2141;1347;12670;1396;1154;20426;22893
2857;1992;1248;12658;1233;1051;20161;21987
2640;1817;1158;12454;1108;941;19393;20895
2377;1651;1097;11930;1024;857;18529;19758
2235;1535;1072;11616;981;818;17987;18896
2189;1474;1055;11455;965;805;17669;18857
2169;1458;1055;11462;962;799;17471;18679
2207;1442;1059;11638;973;813;17446;18716
2264;1476;1095;12077;1040;864;17579;18938
2444;1573;1239;12980;1248;990;18264;19621
2797;1843;1371;13363;1461;1167;19731;21652
3280;2141;1453;13411;1584;1260;21587;23719
3405;2231;1482;13293;1625;1302;22277;24024
3415;2253;1482;13198;1613;1305;21935;24015
3483;2344;1477;13093;1603;1286;21948;24182
3490;2326;1448;13121;1567;1247;21809;24233
3368;2309;1458;13040;1569;1258;21731;24142
3378;2267;1445;12944;1561;1257;21630;24106
3308;2247;1432;12894;1557;1244;21650;23968
3196;2206;1430;13067;1546;1249;21559;24066
3242;2269;1490;13554;1609;1306;21664;24227
3545;2486;1489;13536;1630;1312;21808;24811
3483;2417;1465;13586;1583;1270;21610;24289
3235;2266;1428;13477;1522;1230;21295;23859
3021;2108;1366;13008;1423;1153;20938;22912
2821;1987;1270;13024;1254;1055;20399;22066
2579;1802;1189;12800;1118;947;19588;20825
2369;1631;1117;12329;1034;868;18619;20026
2218;1514;1077;12060;993;820;17825;19167
2135;1450;1064;11849;990;805;17441;19025
2129;1418;1059;11787;997;800;17376;18901
2117;1432;1071;11983;1007;812;17465;18881
2181;1436;1103;12429;1063;857;17556;19175
2343;1537;1223;13462;1264;985;18026;19740
2756;1809;1365;13943;1459;1150;19562;21920
3311;2116;1449;13991;1583;1249;21508;24089
3435;2186;1487;13865;1654;1309;21950;24317
3400;2232;1484;13828;1650;1315;21778;24279
3455;2242;1486;13792;1651;1305;21667;24461
3433;2224;1459;13657;1602;1267;21363;24701
3277;2186;1478;13450;1596;1283;21141;24491
3184;2134;1458;13395;1581;1273;21053;23775
3065;2064;1451;13320;1570;1257;20871;23524
2957;2039;1429;13384;1523;1256;20752;23514
2997;2114;1463;13680;1588;1289;20907;23845
3292;2302;1435;13660;1596;1276;21065;24229
3232;2276;1395;13533;1547;1229;20984;23572
3010;2141;1349;13297;1491;1189;20541;22673
2779;1998;1279;12771;1396;1115;19986;21572
2555;1868;1191;12785;1262;1024;19398;20686
2382;1729;1118;12518;1150;935;18875;19864
2228;1624;1061;12004;1067;860;18106;18914
2084;1517;1028;11581;1010;810;17736;18121
1992;1440;1005;11315;980;788;17327;17828
1961;1403;993;11216;965;770;17116;17611
1991;1389;992;11193;963;775;17082;17542
2007;1394;1005;11261;980;798;17083;17535
2071;1425;1044;11544;1045;847;17245;17691
2212;1483;1100;11578;1117;922;17562;18107
2423;1596;1142;11736;1197;970;18143;18728
2604;1745;1202;11830;1302;1038;18897;19402
2676;1885;1240;12009;1362;1083;19529;20128
2733;1971;1252;12071;1378;1097;19996;20475
2701;2014;1249;12059;1371;1084;19969;20443
2658;1996;1253;12002;1357;1076;19877;20297
2634;1940;1243;11893;1322;1066;19700;20074
2630;1903;1227;11933;1298;1050;19512;19999
2604;1910;1238;12300;1307;1064;19580;20069
2691;2028;1297;12839;1411;1137;19944;20795
3003;2230;1286;12925;1452;1160;20260;21323
2924;2190;1261;12708;1406;1125;20160;20917
2665;2032;1209;12193;1364;1094;19745;20340
2469;1886;1159;11843;1285;1041;19080;19640
2314;1760;1098;11948;1180;966;18615;18966
2166;1646;1041;11767;1081;889;18015;18199
2041;1539;979;11359;999;814;17489;17512
1954;1445;941;10985;944;771;16846;17039
1877;1364;917;10676;917;749;16341;16502
1830;1324;908;10518;908;736;16120;16220
1811;1311;878;10458;907;741;16077;15998
1803;1310;885;10514;927;759;16117;16096
1855;1319;930;10628;978;796;16114;16277
1978;1377;979;10574;1029;845;16181;16687
2155;1468;1015;10629;1086;888;16392;17065
2316;1577;1074;10760;1184;957;16849;17300
2366;1675;1103;10847;1253;998;17612;18001
2334;1711;1104;11037;1280;1009;17907;18560
2287;1717;1100;11033;1290;1009;18026;18821
2245;1711;1097;10955;1304;1008;17952;18754
2253;1711;1093;10929;1295;1004;18097;18776
2255;1687;1104;11039;1283;1001;17897;18622
2289;1691;1140;11289;1302;1026;17936;18749
2432;1766;1212;11759;1411;1112;18297;19308
2873;2063;1221;11776;1465;1141;18547;20257
2876;2107;1203;11737;1445;1117;18472;20080
2682;1985;1170;11574;1397;1097;18242;19816
2459;1834;1123;11204;1310;1042;18041;19161
2319;1726;1054;11374;1186;959;17725;18398
2149;1583;980;11229;1064;864;16987;17406
1980;1450;919;10872;988;791;16295;16798
1897;1361;876;10550;943;743;15835;16217
1838;1296;857;10295;925;726;15468;15906
1838;1273;854;10210;919;724;15316;15845
1862;1285;869;10301;923;730;15275;15751
1942;1318;916;10745;1000;779;15427;15872
2130;1433;1035;11564;1226;900;15927;16714
2608;1690;1201;12095;1424;1074;17509;18725
3123;1965;1280;12269;1541;1166;19357;20552
3215;2034;1320;12078;1585;1227;19677;21032
3170;2061;1315;11923;1586;1235;19476;20961
3166;2101;1307;11977;1579;1226;19292;20949
3125;2092;1285;11939;1555;1188;19013;20998
3049;2088;1308;11875;1554;1208;18816;20869
3048;2094;1299;11743;1541;1207;18660;20773
2982;2052;1298;11673;1515;1190;18669;20523
2852;2026;1292;11759;1489;1189;18815;20816
2874;2073;1333;12096;1535;1223;19087;21210
3248;2320;1333;12012;1573;1230;19320;21687
3223;2280;1290;11977;1523;1187;19042;21349
3035;2146;1241;11744;1477;1145;18656;20711
2791;1976;1181;11272;1377;1081;18441;19979
2617;1828;1105;11293;1216;983;18011;19229
2419;1657;1021;11044;1082;872;17318;17888
2188;1493;955;10598;994;790;16527;16774
2045;1397;921;10243;949;748;15922;16170
1988;1309;905;9961;927;730;15562;16039
1979;1291;897;9863;919;722;15353;15874
1991;1297;909;9978;927;733;15335;16132
2014;1332;942;10377;989;779;15471;16457
2191;1449;1065;11233;1200;908;15904;17207
2639;1709;1219;11750;1403;1064;17387;19131
3151;2001;1296;11805;1505;1149;19220;21048
3275;2060;1319;11619;1534;1196;19621;21316
3248;2091;1317;11610;1506;1199;19401;21328
3290;2118;1313;11605;1471;1180;19418;21491
3259;2103;1291;11590;1437;1137;19267;21214
3175;2090;1307;11515;1435;1147;19227;21119
3161;2084;1295;11535;1421;1134;19069;21017
3093;2058;1289;11484;1410;1117;19229;20933
2994;2033;1277;11555;1401;1111;19290;20919
3004;2081;1317;11962;1460;1163;19410;21443
3370;2301;1309;11997;1529;1197;19551;22126
3270;2238;1274;11975;1484;1159;19407;21935
3045;2117;1224;11802;1430;1126;19019;21280
2814;1965;1168;11234;1331;1064;18694;20467
2633;1822;1078;11283;1179;961;18263;19453
2437;1649;1002;11015;1047;861;17425;18187
2216;1472;938;10464;969;785;16623;17383
2032;1360;906;10128;928;743;15862;16520
1948;1300;890;9920;910;728;15513;16143
1917;1291;888;9854;906;719;15269;16142
1965;1316;897;9946;915;733;15181;16082
2034;1353;938;10345;983;784;15412;16346
2177;1433;1067;11296;1193;916;15927;17269
2638;1698;1226;11897;1392;1069;17712;19331
3149;1980;1303;11880;1486;1153;19361;21213
3235;2053;1329;11756;1519;1202;19550;21446
3190;2066;1314;11691;1494;1195;19366;21205
3224;2070;1304;11643;1458;1164;19420;21289
3212;2067;1283;11729;1423;1122;19101;21112
3102;2040;1293;11620;1421;1133;18944;21035
3080;2014;1279;11593;1405;1128;19015;20853
3043;1965;1273;11508;1384;1112;19023;20892
2950;1935;1264;11544;1371;1112;18942;20964
2962;1985;1323;12074;1430;1165;19228;21424
3317;2231;1333;12344;1496;1206;19480;21850
3231;2235;1308;12343;1461;1171;19338;21725
3004;2084;1268;12102;1408;1134;19003;21277
2809;1938;1210;11620;1312;1066;18803;20714
2635;1807;1123;11594;1153;965;18332;19757
2402;1644;1033;11337;1025;860;17481;18640
2215;1478;971;10799;948;779;16497;17622
2111;1387;943;10518;908;740;15975;16618
2071;1326;927;10244;890;718;15646;16397
2034;1315;921;10209;885;710;15513;16289
2045;1313;930;10307;893;722;15496;16426
2112;1338;970;10729;958;770;15632;16652
2244;1450;1094;11571;1171;897;16079;17474
2646;1696;1253;12103;1365;1054;17644;19527
3163;2025;1322;12127;1466;1137;19415;21440
3239;2101;1356;11977;1493;1192;19857;21395
3212;2123;1339;11905;1477;1182;19561;21434
3252;2142;1316;11924;1457;1158;19625;21546
3239;2122;1289;11971;1417;1116;19409;21389
3194;2145;1291;11797;1427;1127;19234;21163
3193;2126;1278;11811;1414;1121;19267;20874
3125;2064;1269;11800;1404;1108;19371;20734
3009;2005;1266;11834;1374;1106;19457;21046
3036;2026;1320;12311;1438;1157;19547;21194
3319;2247;1325;12363;1513;1192;19726;21656
3207;2200;1297;12391;1470;1155;19486;21457
2953;2073;1256;12219;1413;1112;19102;20890
2728;1931;1198;11747;1316;1046;18753;20116
2553;1788;1113;11783;1160;947;18225;19145
2374;1617;1026;11583;1038;846;17572;17962
2217;1487;954;11128;959;769;16814;16921
2077;1390;918;10777;919;731;15958;16327
2035;1337;897;10513;897;713;15637;16025
2022;1318;893;10445;891;707;15397;16050
2054;1325;900;10577;900;718;15375;16095
2131;1387;926;10965;961;760;15388;16269
2252;1493;1053;11864;1165;882;15882;17129
2657;1738;1193;12349;1352;1034;17418;18874
3152;2046;1263;12387;1448;1115;19017;20837
3281;2138;1298;12299;1492;1162;19511;20845
3264;2192;1294;12242;1484;1159;19408;20948
3293;2219;1286;12212;1453;1138;19461;21033
3251;2219;1264;12197;1408;1098;19170;20947
3066;2147;1272;12089;1395;1116;19016;20700
2988;2108;1254;11885;1366;1107;18870;20565
2883;2034;1238;11836;1340;1089;18883;20240
2782;1998;1225;11867;1316;1084;18902;20488
2821;2116;1262;12271;1386;1128;19040;20648
3084;2284;1249;12210;1428;1145;19151;21211
3022;2246;1209;12122;1376;1102;18766;20765
2738;2075;1155;11869;1317;1063;18543;19840
2585;1903;1091;11441;1242;1004;18064;18892
2464;1795;1012;11434;1111;914;17584;18272
2323;1676;937;11192;990;828;16985;17379
2141;1555;879;10649;910;756;16474;16484
2011;1441;842;10238;864;711;15826;15965
1921;1360;820;9993;837;688;15512;15657
1881;1319;821;9857;822;679;15300;15354
1856;1321;823;9815;821;678;15113;15271
1849;1328;840;9952;845;699;15162;15438
1938;1373;878;10246;923;744;15197;15791
2069;1415;933;10375;1008;803;15584;16201
2245;1494;979;10528;1092;859;16146;16729
2396;1602;1043;10620;1185;935;16778;17072
2534;1726;1072;10758;1233;971;17311;17975
2558;1845;1082;10832;1249;973;17705;18191
2533;1853;1079;10761;1242;961;17669;18376
2526;1821;1074;10727;1226;954;17622;18448
2537;1818;1067;10699;1194;945;17290;17992
2499;1801;1059;10733;1175;931;17146;18058
2518;1803;1059;10924;1180;938;17251;18220
2582;1868;1122;11571;1261;999;17474;18674
2856;2077;1137;11739;1324;1039;18118;19361
2814;2078;1106;11475;1285;1017;18175;19198
2586;1936;1070;11056;1229;987;17805;18567
2430;1814;1025;10702;1155;937;17186;17916
2297;1729;964;10850;1052;859;16894;17364
2151;1597;906;10652;957;787;16456;16835
2001;1476;855;10251;877;719;15726;16305
1887;1379;817;9837;828;679;15396;15826
1789;1323;797;9593;802;659;15316;15580
1735;1284;790;9453;785;647;15016;15288
1733;1275;792;9400;780;650;14827;15214
1741;1262;801;9485;799;661;14865;15099
1786;1271;830;9713;854;702;14945;15116
1932;1349;865;9742;908;745;15087;15665
2172;1418;900;9738;965;787;15464;16067
2281;1547;966;9892;1061;860;15861;16568
2403;1714;1004;10097;1126;900;16412;17217
2480;1800;1005;10198;1162;912;16900;17853
2500;1816;998;10236;1180;920;17020;18189
2470;1797;990;10215;1178;922;16840;18232
2428;1770;994;10121;1165;926;16949;18176
2401;1731;993;10184;1155;926;16963;18098
2416;1710;1014;10342;1165;946;17038;18215
2530;1764;1092;10853;1256;1006;17120;18863
2892;2036;1123;11038;1330;1041;17487;19558
2893;2092;1106;10997;1309;1027;17446;19669
2727;1981;1073;10746;1264;1005;17335;18921
2539;1841;1022;10375;1189;956;17323;18291
2398;1763;954;10544;1073;876;17074;17458
2238;1645;881;10384;951;788;16483;16559
2084;1502;826;10015;876;718;15724;15689
1980;1379;794;9644;846;680;15163;15682
1933;1320;780;9490;827;664;14858;15582
1932;1275;777;9403;821;656;14677;15471
1906;1253;790;9527;832;669;14849;15606
1955;1262;822;9915;903;713;14883;15738
2065;1368;950;10887;1126;840;15294;16518
2444;1589;1098;11543;1324;995;16628;18884
2908;1855;1187;11612;1436;1092;18454;20397
3047;1961;1222;11486;1485;1152;18895;20810
2979;1995;1221;11486;1490;1163;18647;20766
3057;2011;1220;11475;1487;1150;18731;20861
3279;1998;1206;11522;1466;1115;18604;20623
3223;1970;1222;11469;1480;1136;18447;20500
2989;1946;1201;11393;1473;1136;18194;20491
2985;1900;1203;11245;1450;1126;18256;20334
2858;1851;1187;11254;1427;1119;18371;20427
2829;1867;1221;11637;1452;1141;18482;20628
3135;2108;1220;11577;1509;1167;18674;21370
3135;2093;1190;11572;1468;1134;18520;21053
2953;1987;1154;11366;1404;1096;18252;20440
2730;1839;1099;10866;1301;1029;18025;19773
2589;1762;1011;10877;1144;935;17581;18932
2378;1635;929;10629;1013;830;16827;17877
2148;1509;874;10159;927;751;15951;16828
2008;1406;842;9809;885;710;15304;15901
1939;1328;819;9598;863;693;14983;15664
1920;1298;808;9499;858;683;14744;15558
1899;1312;815;9574;866;696;14865;15619
1939;1343;846;9919;928;741;14986;15824
2123;1424;969;10853;1138;868;15526;16703
2549;1651;1113;11326;1325;1023;17003;18781
3023;1918;1196;11299;1427;1114;18753;20537
3154;2039;1231;11216;1466;1165;19087;20515
3142;2089;1231;11242;1464;1174;18952;20532
3174;2158;1228;11227;1457;1150;18891;20781
3195;2166;1214;11177;1428;1115;18542;20823
3090;2158;1230;11159;1442;1141;18353;20551
3141;2164;1220;11145;1438;1135;18241;20406
2981;2126;1211;11090;1427;1122;18026;20355
2872;2090;1199;11094;1391;1122;18224;20574
2903;2112;1230;11493;1425;1143;18389;20813
3209;2299;1235;11572;1468;1171;18928;21642
3172;2273;1201;11592;1425;1136;18853;21334
2969;2141;1152;11389;1367;1102;18377;20687
2740;1980;1100;10898;1265;1038;18145;20079
2574;1852;1026;10877;1117;931;17724;19204
2398;1714;936;10570;987;838;17004;18071
2218;1581;869;10029;905;756;16127;17224
2022;1494;840;9711;860;717;15511;16390
1952;1433;817;9459;833;701;15129;15973
1951;1383;809;9387;820;690;15131;15920
1948;1356;816;9464;828;694;15262;16051
1974;1383;857;9836;887;733;15342;16145
2102;1480;982;10800;1099;855;15721;17092
2504;1711;1126;11377;1285;1006;17277;19405
2996;1947;1201;11324;1386;1096;19058;21065
3119;2056;1223;11317;1424;1147;19261;21178
3149;2121;1224;11332;1416;1158;18957;21116
3176;2155;1215;11373;1395;1143;18906;21178
3137;2155;1195;11367;1358;1097;18634;21097
3007;2131;1216;11331;1364;1115;18456;20815
3017;2117;1210;11333;1366;1108;18412;20621
3017;2046;1224;11252;1345;1105;18586;20721
2874;2012;1196;11300;1343;1092;18527;20912
2863;1988;1228;11660;1383;1121;18643;21125
3166;2203;1221;11699;1447;1158;18833;21827
3144;2266;1187;11718;1414;1121;18699;21527
2902;2135;1146;11566;1361;1081;18311;20871
2722;2001;1088;10935;1273;1019;17995;20049
2611;1898;998;10916;1128;922;17711;19134
2449;1783;917;10666;1014;824;17066;18285
2257;1657;847;10178;937;750;16287;17325
2138;1574;819;9817;885;710;15637;16653
2084;1509;807;9563;861;693;15380;16264
2054;1459;807;9502;855;690;15224;16208
2064;1471;822;9562;859;696;15289;16176
2095;1511;854;9941;923;736;15429;16453
2209;1604;974;10902;1127;850;15827;17214
2577;1815;1109;11568;1305;996;17196;19161
2947;2070;1193;11525;1410;1098;18859;20948
3093;2146;1225;11412;1456;1143;19074;21225
3122;2205;1223;11384;1451;1149;19016;20949
3168;2190;1215;11373;1434;1131;19141;21069
3143;2101;1200;11510;1405;1089;19125;20777
3009;2098;1219;11473;1412;1110;18960;20685
3011;2044;1213;11400;1395;1116;18820;20662
2952;1988;1208;11371;1378;1114;18886;20589
2833;1902;1190;11360;1365;1113;18775;20833
2844;1892;1210;11734;1392;1120;18905;21068
3083;2091;1222;11844;1447;1154;19166;21613
3094;2135;1190;11860;1414;1121;19139;21307
2878;2003;1157;11713;1360;1081;18755;20636
